id,name,city_id/id,area_id/id,district_id/id,manager_id/id
dep_600511,بن القيم ,,,,
dep_600508,ام يوسف العطير 2,,,,
dep_600499,سعد الغنام,,,,
dep_600497,أم خالد الماجد,,,,
dep_600492,البواردي صباحي,,,,
dep_600491,واحة القرآن مسائي,,,,
dep_600489,البابطين مسائي,,,,
dep_600488,جامع الهريش (الرياحين),,,,
dep_600485,العفاف - مسائية,,,,
dep_600483,جامع الغويري,,,,
dep_600482,طارق العريفي,,,,
dep_600481,مجمع حلقات لبخة ,,,,
dep_600474,عبد الله البسام,,,,
dep_600473,أبو سفيان بن حرب,,,,
dep_600472,مجمع جامع اليوسف متوسط,,,,
dep_600471,جامع شيخ الاسلام ابن تيمية ,,,,
dep_600470,عبد الله بن عباس ,,,,
dep_600469,جامع فهد البريك ,,,,
dep_600466,محمد بن عبد الله التركي ,,,,
dep_600465,مسجد مشرفة نفي,,,,
dep_600464,مجمع حلقات سكن عمال البلدية ,,,,
dep_600463,حلقة الإتقان  ( 1 ) ,,,,
dep_600461,نجوم الروضة,,,,
dep_600459,حفصة بنت عمر بن الخطاب,,,,
dep_600458,الزبير بن العوام - مجمع ابن عثيمين النموذجي,,,,
dep_600457,دار أم المؤمنين صفية المسائية,,,,
dep_600454,التوحيد (1),,,,
dep_600448,محمد تركي التركي,,,,
dep_600447,حنضلة بن أبي عامر,,,,
dep_600446,سالم مولى أبي حذيفة,,,,
dep_600445,كعب بن مالك,,,,
dep_600439,أبو بكر الصديق ,,,,
dep_600438,دار صفية الصباحية,,,,
dep_600437,سعد القويز,,,,
dep_600435,أمهات المؤمنين مسائي,,,,
dep_600432,خولة الأسدية مسائي,,,,
dep_600426,جامع أبي عبدالله اللحيدان,,,,
dep_600423,الفاضل ,,,,
dep_600420,الحديثي,,,,
dep_600419,مسجد البليهد,,,,
dep_600413,عبدالرحمن الداخل,,,,
dep_600412,جامع السحيم,,,,
dep_600410,جامع أبي بكر ,,,,
dep_600409,التويجري - السعادة,,,,
dep_600406,جامع أبوبكر الصديق - مجمع اسكان الحرس التعليمي النموذجي,,,,
dep_600404,حلقات المحدثين بجامع العمور بالصالحية,,,,
dep_600403,أم حمد الحمودي مسائي,,,,
dep_600402,جامع العواد -مجمع حلقات الحلتين,,,,
dep_600401,الخليل عليه السلام-مجمع بينات التعليمي النموذجي,,,,
dep_600398,سليمان القوسي,,,,
dep_600396,الأرقم مسائي -القدس,,,,
dep_600395,حاملات المسك مسائي,,,,
dep_600394,التقوى - أسيد بن حضير,,,,
dep_600393,العمرين,,,,
dep_600391,أبي بكر الصديق 2,,,,
dep_600390,حلقات ابن جبرين,,,,
dep_600389,جامع أبو بكر الصديق - ابن باز ,,,,
dep_600387,حلقات جامع المقبل,,,,
dep_600386,المانع,,,,
dep_600385,المزروع,,,,
dep_600382,عبدالله العطاالله,,,,
dep_600370,ام كعب الانصارية ـ (صباحي),,,,
dep_600368,دار الفرقان النسائية ,,,,
dep_600367,جامع رياض الجنان,,,,
dep_600366,جامع الدويش,,,,
dep_600365,عائشة بنت سليمان الراجحي صباحي,,,,
dep_600363,تحفيظ القرآن الكريم بتمير,,,,
dep_600362,تحفيظ القرآن الكريم بالحفنة ,,,,
dep_600361,مسجد حي الرفاع بأبو جلال,,,,
dep_600360,تحفيظ القرآن الكريم بمبايض ,,,,
dep_600358,دار العلم بالحوميات ,,,,
dep_600357,الإترجة مسائي,,,,
dep_600355,مزنة الحديثي مسائي,,,,
dep_600352,حفصة بنت عمر,,,,
dep_600351,أوثيلان,,,,
dep_600350,البرود,,,,
dep_600349,فاطمة ,,,,
dep_600348,خف النسائية,,,,
dep_600346,الفيضة,,,,
dep_600344,الفضيلة,,,,
dep_600342,عين الصوينع,,,,
dep_600341,رفايع المنجور,,,,
dep_600340,الحبابية ,,,,
dep_600338,الخنين,,,,
dep_600337,العثمانية,,,,
dep_600336,سعد اليحيا,,,,
dep_600334,هتلانه,,,,
dep_600333,نعجان,,,,
dep_600331,عبد العزيز الدريهم,,,,
dep_600330,سعد الدريهم,,,,
dep_600329,عبد الرحمن الحقباني,,,,
dep_600328,البخاري,,,,
dep_600327,الهديب,,,,
dep_600326,آل عتي,,,,
dep_600325,الصديق,,,,
dep_600324,الغنيم,,,,
dep_600323,بن سيف,,,,
dep_600322,آل سالم,,,,
dep_600321,الرغيب,,,,
dep_600320,السويلم,,,,
dep_600319,العثيمين,,,,
dep_600318,السعودية,,,,
dep_600317,مسجد اليوسف,,,,
dep_600316,مسجد المليحة,,,,
dep_600315,عصماء,,,,
dep_600314,نجخ,,,,
dep_600313,المشف,,,,
dep_600312,شارع البلدية,,,,
dep_600311,الحلق الفردية,,,,
dep_600309,دار الخزامى النسائية لتحفيظ القرآن,,,,
dep_600299,مسجد الزهرة,,,,
dep_600298,القدس مسائي,,,,
dep_600297,دار الإيمان بطحي - طحي - الرويضة,,,,
dep_600296,دار أم سلمة رضي الله عنها - مزعل - القويعية,,,,
dep_600295,دار عائشة بنت الصديق - سنام - الرويضة,,,,
dep_600292,درا رقية رضي الله عنها,,,,
dep_600291,أبو رمل,,,,
dep_600290,مدرسة تحفيظ القرآن الكريم بتمير,,,,
dep_600288,دار أمامة بنت العاص - الخروعية,,,,
dep_600287,دار فاطمة بنت الخطاب - نخيلان - القويعية,,,,
dep_600286,الجاليات,,,,
dep_600283,عبد الله بن عباس,,,,
dep_600281,المشاش,,,,
dep_600280,جامع رغبة,,,,
dep_600279,جامع الروضة,,,,
dep_600278,جامع الجار الله,,,,
dep_600277,حلقة البراعم,,,,
dep_600276,دار التوحيد,,,,
dep_600275,دار الإيمان,,,,
dep_600274,دار الاهتداء,,,,
dep_600272,النباية,,,,
dep_600271,البريقة,,,,
dep_600270,الامام الترمذي,,,,
dep_600269,الامام النسائي,,,,
dep_600268,البكر,,,,
dep_600266,الموظفين بالهدار,,,,
dep_600265,مسجد البلدية,,,,
dep_600264,المصارير,,,,
dep_600263,مجمع البلدية,,,,
dep_600262,مجمع الاسكان,,,,
dep_600261,جامع ابن باز,,,,
dep_600260,الخزان,,,,
dep_600259,آل عمر,,,,
dep_600258,البديع الجنوبي,,,,
dep_600256,المميزة,,,,
dep_600255,هارون الرشيد,,,,
dep_600254,التوحيد,,,,
dep_600253,الفرقان,,,,
dep_600252,سعد بن أبي وقاص -جامع البساتين -القويعية,,,,
dep_600251,مكتب الإشراف بالرين,,,,
dep_600250,مجمع أبوبكر الصديق - الدخل المحدود - الرين,,,,
dep_600249,القعقاع بن عمرو - عسيلان - الرين,,,,
dep_600248,شلاح - الرين,,,,
dep_600247,العيبان - الرين,,,,
dep_600246,العفج - الرين,,,,
dep_600245,علي بن أبي طالب - الدخل المحدود - الرين,,,,
dep_600243,جامع الفراج برماح,,,,
dep_600242,سعيد بن العاص - مسجد الشيخ سعود بن عبدالله العريفي- الخالدية,,,,
dep_600241,حكيم بن حزام-الجامع الكبير - نخيلان,,,,
dep_600240,الإمام أبو حنيفة - مسجد آل شايع - صبحاء,,,,
dep_600239,الإمام الكسائي - الفيضة - صبحاء,,,,
dep_600238,الفردوس,,,,
dep_600236,الحكمة,,,,
dep_600235,الإمام عاصم الكوفي - جامع ابن عثيمين- النميص- صبحاء,,,,
dep_600234,الإمام حمزة الكوفي- مسجد الربواء- الربواء- صبحاء,,,,
dep_600233,المحرق - جامع المحرق - صبحاء,,,,
dep_600232,محمد الأمين الشنقيطي - مسجد آل مجلد - الوسيطاء -صبحاء,,,,
dep_600230,عبدالرحمن بن حنبل - مسجد الآمار,,,,
dep_600229,سراقة بن مالك ,,,,
dep_600228,عبد الله بن رواحه,,,,
dep_600226,حكيم بن حزام,,,,
dep_600224,سهل بن سعد,,,,
dep_600223,عمران بن حصين,,,,
dep_600222,مجمع جامع اليوسف,,,,
dep_600221,عبد الله بن سلام,,,,
dep_600219,الحسن بن علي ,,,,
dep_600218,حسان بن ثابت,,,,
dep_600217,عبادة بن الصامت,,,,
dep_600215,نواس بن سمعان,,,,
dep_600214,المغيرة بن شعبة,,,,
dep_600213,حاطب بن أبي بلتعة (ابتدائي),,,,
dep_600212,جبير بن مطعم,,,,
dep_600211,أنس بن مالك,,,,
dep_600208,البرحية ,,,,
dep_600203,عائشة بنت أبي بكر الصدييق,,,,
dep_600201,دار القاعية,,,,
dep_600200,دار رملة بنت أبي سفيان,,,,
dep_600199,عبدالعزيز العصيمي - م رياض الصالحين ,,,,
dep_600198,حلقات تحفيظ البنات - مدرسة محيرقة للبنات,,,,
dep_600197,الدريبي,,,,
dep_600196,الإمام أحمد بن حنبل-مسجد هجرة علوة- الحصاة,,,,
dep_600195,جامع العيبة- هجرة العيبة- الحصاة,,,,
dep_600194,سلمة بن قيس- مسجد آل حمد - هجرة آل حمد - الحصاة,,,,
dep_600193,أبو بكر الصديق ( متوسط ) ,,,,
dep_600192,أبي بن كعب - جامع الملك خالد - الحصاة,,,,
dep_600191,أبو بكر الصديق ( ابتدائي ) 2,,,,
dep_600190,زيد بن حارثة - فيضة أعبلية,,,,
dep_600189,المغيرة بن الحارث - مسجد الناصفة,,,,
dep_600188,أبو زيد الأنصاري- مسجد النبهانية,,,,
dep_600187,المغيرة بن الحارث- مسجد النقيعة,,,,
dep_600186,المغيرة بن الحارث - جامع الحاوي,,,,
dep_600185,الوسيطاء,,,,
dep_600184,السالمية,,,,
dep_600183,الرفيعة,,,,
dep_600182,أبو عبادة الأنصاري - جامع الهمجة,,,,
dep_600181,جامع الخروعية,,,,
dep_600180,حلقات التحفيظ - مسجد الخروعية,,,,
dep_600179,كبشان النسائية,,,,
dep_600178,عبدالله بن عمر,,,,
dep_600177,أويس القرني ,,,,
dep_600175,أسامة بن زيد ,,,,
dep_600174,عبد الرحمن السعدي,,,,
dep_600173,حمود التويجري,,,,
dep_600171,ابن القيم ( ضبط الحفظ ),,,,
dep_600170,الشلوي,,,,
dep_600169,سليمان عبد الله العسكر,,,,
dep_600168,دار أسماء بنت أبي بكر- حي الزهور - القويعية,,,,
dep_600167,عمير بن عوف- مسجد الربوة- هجرة الربوة - الفويلق,,,,
dep_600166,خالد بن العاص -مسجد آل سياف - هجرة آل سياف - الفويلق,,,,
dep_600165,طلحة بن مالك -مسجد هجرة العزيزية - الفويلق,,,,
dep_600164,حسان بن جابر بمسجد الخليج,,,,
dep_600163,سعد بن عياض بمسجد آل عايضة,,,,
dep_600162,عبادة بن الصامت بمسجد الرفايع,,,,
dep_600161,عمرو بن العاص بمسجد الفويلق الشمالي,,,,
dep_600158,أسامة بن زيد,,,,
dep_600155,طلحة بن عبيد االله,,,,
dep_600154,حمزة بن عبد المطلب,,,,
dep_600152,عمير بن وهب,,,,
dep_600151,روضات الجنان (مسائية) ,,,,
dep_600150,كعب بن مالك بجامع الروضة بهجرة الروضة,,,,
dep_600149,مسجد آل عشتل بهجرة آل عشتل ( الفرعة ),,,,
dep_600148,حذيفة بن اليمان بمسجد أم أثلة بالفويلق,,,,
dep_600146,حلقات زيد بن ثابت بالجامع الكبير بالفويلق,,,,
dep_600145,كعب بن مالك بهجرة الفيفة ,,,,
dep_600144,مجمع النور التعليمي,,,,
dep_600143,مسجد الملك فهد,,,,
dep_600142,حلقات تحسين التلاوة بالسليل,,,,
dep_600141,الدفاع المدني بالسليل,,,,
dep_600140,مجمع ابن القيم لتحفيظ القرآن الكريم بمحافظة السليل,,,,
dep_600139,مسجد المحسن,,,,
dep_600138,مجمع النور- حلق إعداد الحفاظ- مسجد أبو بكر الصديق,,,,
dep_600137,مجمع النور- مسجد الملك فيصل,,,,
dep_600136,الإمام الشافعي بطحي,,,,
dep_600135,لجعة,,,,
dep_600134,معاذ بن جبل بسنام,,,,
dep_600133,بلال بن الحارث,,,,
dep_600132,جامع أبو سليم الغربي,,,,
dep_600131,مسجد الشيخ بكر أبو زيد,,,,
dep_600130,مجمع مزعل,,,,
dep_600128,التخيفي,,,,
dep_600127,ابن قاسم,,,,
dep_600126,جامع الأميرة سارة بنت عبدالله الجلوي,,,,
dep_600125,مجمع الإيمان -  جامع بن باز,,,,
dep_600124,الفيصلية,,,,
dep_600123,مجمع التوحيد - مسجد العباس بن عبدالمطلب,,,,
dep_600122,والدة الأمير عبد العزيز بن تركي,,,,
dep_600121,دار خولة بنت حكيم,,,,
dep_600120,مجمع السيحاني,,,,
dep_600118,مركز أثيثية,,,,
dep_600117,مجمع حلقات مسجد أسامة بن زيد,,,,
dep_600116,جامع الودي,,,,
dep_600115,دار خديجة بنت خويلد,,,,
dep_600114,دار جويرية بنت الحارث,,,,
dep_600113,العزيزية,,,,
dep_600112,الصفار- اهل القرآن,,,,
dep_600111,الحجر,,,,
dep_600110,حلقات مركز حويتة,,,,
dep_600108,الإمام ابن القيم,,,,
dep_600107,ابن كثير المكي,,,,
dep_600106,الفوار,,,,
dep_600105,الحرباش,,,,
dep_600103,جامع المخطط,,,,
dep_600102,ناصر الزيد,,,,
dep_600101,حلقة الهاتف,,,,
dep_600100,حلقة الصم,,,,
dep_600099,حلقة سعيد بن جبير,,,,
dep_600098,حلقة البدع,,,,
dep_600097,حلقة المنذري,,,,
dep_600096,حلقة احمد بن حنبل,,,,
dep_600095,حلقة خالد بن الوليد ,,,,
dep_600094,حلقة الشعيبي,,,,
dep_600093,أسماء بنت عميس,,,,
dep_600092,ميمونة بنت الحارث,,,,
dep_600091,المركز النسائي السادس,,,,
dep_600088,حلقات المشروع,,,,
dep_600086,مصعب بن عمير ,,,,
dep_600085,عبدالله بن رواحه,,,,
dep_600083,الصفدي,,,,
dep_600082,باحمدان,,,,
dep_600081,مريم بنت عمران ,,,,
dep_600080,المركز النسائي الأول,,,,
dep_600079,المركز النسائي الخامس,,,,
dep_600078,المركز النسائي الرابع,,,,
dep_600077,المركز النسائي الثالث,,,,
dep_600075,م,,,,
dep_600073,مسجد غانم الشمري,,,,
dep_600072,جامع سعد الحطيم,,,,
dep_600071,أحمد بن حنبل,,,,
dep_600070,مسجد التراضي,,,,
dep_600064,مسجد الملك فيصل,,,,
dep_600063,مسجد الزهراني,,,,
dep_600062,مسجد بشر بن البراء,,,,
dep_600061,مسجد سعد بن عبادة,,,,
dep_600060,مسجد ابن شبرين,,,,
dep_600059,مسجد معاذ بن جبل,,,,
dep_600058,مسجد زيد الخير,,,,
dep_600057,مسجد الشفا ( السعودية الجنوبي ),,,,
dep_600056,مسجد الشكرة الجنوبي,,,,
dep_600055,مسجد سعيد بن المسيب,,,,
dep_600054,مسجد عثمان بن عفان,,,,
dep_600053,مسجد حمزة بن عبد المطلب,,,,
dep_600052,مسجد ثابت بن قيس,,,,
dep_600051,جامع البصري,,,,
dep_600050,مسجد الإمام الترمذي,,,,
dep_600049,مسجد العتبان,,,,
dep_600048,مسجد الإمام الذهبي,,,,
dep_600047,جامع العباس بن عبد المطلب,,,,
dep_600046,مسجد الإمام النووي,,,,
dep_600045,مسجد مستشفى الملك خالد,,,,
dep_600044,مسجد متلع الشمري,,,,
dep_600043,مسجد الشيخ محمد بن عبد الوهاب,,,,
dep_600042,جامع عمر بن الخطاب,,,,
dep_600041,جامع المك عبد العزيز,,,,
dep_600039,العيسى,,,,
dep_600038,الأمير سعد بن محمد,,,,
dep_600037,غزيله الانصارية - مسائية,,,,
dep_600036,ام ابراهيم الخراشي الثانية,,,,
dep_600035,عبد الهادي الصفوق,,,,
dep_600033,ساره الحميزي صباحي,,,,
dep_600031,الزغيبي,,,,
dep_600021,جامع الهداب - مجمع مشكاة التعليمي,,,,
dep_600019,أبو حيمد,,,,
dep_600017,المفدى,,,,
dep_600016,مسجد العنقري,,,,
dep_600015,جامع القصر- مجمع قرآني,,,,
dep_600012,مسجد الرويشد,,,,
dep_600010,مسجد قصر الأمير سعود بن سلمان,,,,
dep_600007,مركز ابن الجزري,,,,
dep_600006,جامع الأميره منيره بنت عبدالرحمن,,,,
dep_38,مكتب الاتصالات الادارية,,,,
dep_32222,البينات صباحي روضة براعم الهدى,,,,
dep_29999,ناصر الناصر,,,,
dep_26515,الأنفال مسائي,,,,
dep_25001,رفعة بنت عبدالله صباحي,,,,
dep_20000,جامع الشيخ علي الهزاع 2,,,,
dep_2,الإدارة النسائية,,,,
dep_18317,آل مجلد,,,,
dep_18316,الربواء,,,,
dep_18315,المحرق,,,,
dep_18313,النميص بصبحاء,,,,
dep_18312,آل زامل,,,,
dep_18311,مزعل,,,,
dep_18310,مسجد طريف,,,,
dep_18309,جامع الملك خالد,,,,
dep_18308,مسجد آل حمد,,,,
dep_18307,مسجد السلم,,,,
dep_18306,الشيخ سعود العريفي,,,,
dep_18305,مجمع الإيمان - جامع الديرة,,,,
dep_18304,مسجد اللهدة,,,,
dep_18303,العباس بن عبد المطلب,,,,
dep_18302,8887777777,,,,
dep_18301,جامع الرويضة القديم,,,,
dep_18300,جامع عبد الرحمن بن سويد,,,,
dep_18299,مسجد داغة,,,,
dep_18298,مسجد سنام,,,,
dep_18297,مسجد الصحابة,,,,
dep_18296,مجمع النور - جامع الزهور الجنوبي,,,,
dep_18295,جامع شلاح,,,,
dep_18294,مسجد آل عيبان,,,,
dep_18293,مسجد الزمامية,,,,
dep_18292,جامع الفيضة,,,,
dep_18291,مسجد الناصفة,,,,
dep_18290,مسجد النفيعة,,,,
dep_18289,جامع الحاوي,,,,
dep_18288,مسجد العدوة,,,,
dep_18286,مسجد آل زامل,,,,
dep_18285,مسجد آل عبد الله,,,,
dep_18284,الوسطى (أسيد بن حضير),,,,
dep_18283,حلبان,,,,
dep_18281,الحشيان,,,,
dep_18280,جامع مشيرفة,,,,
dep_18261,العقلة,,,,
dep_18260,الجديدة,,,,
dep_18259,ثانوية سرورة,,,,
dep_18258,ثانوية الرفايع,,,,
dep_18257,ثانوية جهام,,,,
dep_18256,القرين,,,,
dep_18254,فيضة العبيسي,,,,
dep_18226,دار التلاوة بحريملاء,,,,
dep_18225,دار ملهم,,,,
dep_18224,دار القرينة,,,,
dep_18194,صفية بنت حيي النسائية,,,,
dep_18172,الإبتدائية العاشرة (أم أيمن),,,,
dep_18171,الثانوية الأولى,,,,
dep_18168,مؤسسة مكة المكرمة,,,,
dep_18167,الإبتدائية الخامسة عشر,,,,
dep_18166,رياض الجنان,,,,
dep_18165,الإبتدائية الثانية عشر,,,,
dep_18164,مدرسة جامع ابن باز,,,,
dep_18139,مجمع حديجة النسائي,,,,
dep_18138,مجمع كبشان النسائي,,,,
dep_18137,مجمع الشثينية النسائي,,,,
dep_18136,أم المؤمنين حفصة رضي الله عنها,,,,
dep_18135,مدرسة أم سليم رضي الله عنها,,,,
dep_18134,دار خديجة بنت خويلد النسائية,,,,
dep_18016,دار الذكر النسائية بالغطغط,,,,
dep_18015,دار النور النسائية بالمزاحمية,,,,
dep_18014,سلطان العذل,,,,
dep_18,ادارة الشئون المالية,,,,
dep_17994,أسماء بنت أبي بكر,,,,
dep_17993,عاشقات الجنان,,,,
dep_17990,فاطمة الزهراء,,,,
dep_17989,صفية بنت حيي,,,,
dep_17988,الخنساء,,,,
dep_17987,أم عطية الأنصارية,,,,
dep_17985,دار أبي بكر الصديق,,,,
dep_17984,دار الشقائق,,,,
dep_17959,الحلقات الخارجية,,,,
dep_17958,المركز النسائي الرابع بحي السلام,,,,
dep_17956,المركز النسائي الثالث بالخالدية,,,,
dep_17954,المركز النسائي الأول بحي السعودية,,,,
dep_17939,الصالحات,,,,
dep_17938,آسيا بنت مزاحم,,,,
dep_17936,عائشة بنت ابي بكر ,,,,
dep_17935,الدعوة ,,,,
dep_17934,البلاغ,,,,
dep_17930,المهدية,,,,
dep_17927,ذات النطاقين,,,,
dep_17926,البيان,,,,
dep_17925,السلام,,,,
dep_17924,النبراس,,,,
dep_17903,دار والدة عبد العزيز الكريديس,,,,
dep_17902,دار القرآن,,,,
dep_17901,دار الحياة الطيبة,,,,
dep_17900,أم أيمن ,,,,
dep_17899,دار مكة,,,,
dep_17898,دار العيينة,,,,
dep_17896,دار أم عمارة الأنصارية,,,,
dep_17895,دار سلمى بنت حمزة,,,,
dep_17894,دار الدرعية,,,,
dep_17874,حفصة بنت عمر النسائية,,,,
dep_17873,عين الصوينع النسائية,,,,
dep_17872,البرود النسائية,,,,
dep_17871,عائشة بنت الصديق,,,,
dep_17869,أم عمارة المازنية,,,,
dep_17868,الفرقان النسائية,,,,
dep_17867,خديجة بنت خويلد,,,,
dep_17865,فاطمة النسائية,,,,
dep_17864,الفيضة النسائية,,,,
dep_17836,دار خديجة بنت خويلد - هجرة لبخة,,,,
dep_17835,دار عائشة بنت أبي بكر - هجرة أم سليم,,,,
dep_17834,دار الذكر النسائية بمحافظة مرات,,,,
dep_17808,مدرسة التحفيظ النسائية بمركز حفر العتش,,,,
dep_17807,مدرسة التحفيظ النسائية بمركز شويه,,,,
dep_17806,مدرسة التحفيظ النسائية بهجرة سعد,,,,
dep_17805,مدرسة التحفيظ النسائية بالغيلانة,,,,
dep_17804,مدرسة التحفيظ النسائية برماح,,,,
dep_17774,دار الهداية,,,,
dep_17718,دار أم المؤمنين أم سلمة رضي الله عنها,,,,
dep_17717,دار أم المؤمنين خديجة بنت خويلد رضي الله عنها,,,,
dep_17716,دار أم المؤمنين أسماء بنت أبي بكر رضي الله عنها,,,,
dep_17715,دار أم المؤمنين حفصة رضي الله عنها,,,,
dep_17714,دار عائشة بنت أبي بكر رضي الله عنها,,,,
dep_17685,دار الهدى بالتويم بسدير,,,,
dep_17684,دار عبدالله وسليمان الكليبي النسائية,,,,
dep_17661,دار البيان,,,,
dep_17660,زينب بنت محمد,,,,
dep_17659,دار عائشه بنت ابي بكر ,,,,
dep_17658,ابن باز,,,,
dep_17657,درا عاتكه,,,,
dep_17655,حفصه بنت عمر,,,,
dep_17654,خديجه بنت خويلد,,,,
dep_17631,أم عمارة,,,,
dep_17626,عائشة,,,,
dep_17625,أم سلمة,,,,
dep_17624,البيان في محافظة السليل,,,,
dep_17610,دار خولة رضي الله عنها,,,,
dep_17609,دار رفعة بنت مشنان,,,,
dep_17608,دار أم المؤمنين ,,,,
dep_17607,دار أم سلمة رضي الله عنها,,,,
dep_17606,دار مارية رضي الله عنها,,,,
dep_17605,دار أسماء رضي الله عنها,,,,
dep_17604,دار سمية رضي الله عنها,,,,
dep_17603,دار ميمونة رضي الله عنها,,,,
dep_17602,دار صفية رضي الله عنها,,,,
dep_17601,دار أم حبيبة رضي الله عنها,,,,
dep_17600,دار الفرقان,,,,
dep_17599,دار نسيبة رضي الله عنها,,,,
dep_17598,دار فاطمة رضي الله عنها,,,,
dep_17597,دار زينب رضي الله عنها,,,,
dep_17596,دار عائشة رضي الله عنها,,,,
dep_17595,دار حفصة رضي الله عنها,,,,
dep_17594,دار خديجة رضي الله عنها,,,,
dep_17572,معهد الفرقان لإعداد معلمات القران,,,,
dep_17571,دار ام المؤمنين ام سلمه,,,,
dep_17570,دار ام المؤمنين عائشة الصباحية,,,,
dep_17569,روضة دار الأنجال,,,,
dep_17567,دار ام المؤمنين خديجة,,,,
dep_17566,دار ام المؤمنين ميمونة,,,,
dep_17565,دار الفلاح,,,,
dep_17564,دار ام المؤمنين عائشة المسائية,,,,
dep_17534,سمية ( أم عمار),,,,
dep_17509,ابتدائية ومتوسطة زياد,,,,
dep_17508,ابتدائية العطيان,,,,
dep_17507,متوسطة وثانوية أسفل الباطن,,,,
dep_17506,حفصة بنت عمر رضي الله عنها,,,,
dep_17505,عائشة رضي الله عنها,,,,
dep_17504,خديجة بنت خويلد رضي الله عنها,,,,
dep_17477,دار أم المؤمنين عائشة ,,,,
dep_17476,دار صفية,,,,
dep_17475,دار أبو حيمد,,,,
dep_17456,مجمع خريمان الشغار,,,,
dep_17455,مجمع أبو جلال للبنات,,,,
dep_17454,المستجدة للبنات,,,,
dep_17453,الابتدائية الثالثة عشرة,,,,
dep_17452,الابتدائية السادسة,,,,
dep_17451,الابتدائية الاولى بالدوادمي,,,,
dep_17450,الابتدائية الثالثة,,,,
dep_17449,الابتدائية الاولى بمركز مصدة,,,,
dep_17448,دار أم المؤمنين حفصة رضي الله عنها بنفي,,,,
dep_17447,دار أم المؤمنين أم سلمة رضي الله عنها بعرجاء ,,,,
dep_17446,دار أم المؤمنين عائشة رضي الله عنها,,,,
dep_17445,دار فاطمة رضي الله عنها ,,,,
dep_17438,الأميرة البندري آل سعود ,,,,
dep_17437,البليهد ,,,,
dep_17436,المانع ,,,,
dep_17435,السعد الصباحية ,,,,
dep_17434,البيان ,,,,
dep_17433,ام المؤمنين عائشة رضي الله عنها ,,,,
dep_17432,الجميح ,,,,
dep_17431,طيبة ,,,,
dep_17430,يوسف بن شرار,,,,
dep_17421,دار الهدى,,,,
dep_17420,دار البيان المسائية,,,,
dep_17419,دار البيان الصباحية,,,,
dep_17418,دار النور المسائية,,,,
dep_17417,دار النور الصباحية,,,,
dep_17416,دار القرآن المسائية,,,,
dep_17415,دار القرآن الكريم الصباحية,,,,
dep_17404,دار ام سلمه,,,,
dep_17403,دار المرشد,,,,
dep_17400,دارحفصة,,,,
dep_17355,جامع نجخ,,,,
dep_17354,مسجد جهام,,,,
dep_17353,مسجد عصماء,,,,
dep_17352,مسجد الرفايع,,,,
dep_17351,مسجد النور,,,,
dep_17350,مسجد الصديق,,,,
dep_17302,ابن الشيخ,,,,
dep_17301,حلقات القرينة للبنين,,,,
dep_17300,حلقات ملهم للبنين,,,,
dep_17263,سعد بن أبي وقاص,,,,
dep_17260,عبدالله بن عباس,,,,
dep_17259,أبو عبيدة عامر بن الجراح,,,,
dep_17258,زيد بن الخطاب,,,,
dep_17252,عبد الرحمن بن صخر,,,,
dep_17230,السماري,,,,
dep_17226,السعيدان,,,,
dep_17225,الخالدية,,,,
dep_17222,الترمذي,,,,
dep_17221,آل سعيد,,,,
dep_17219,الامير سلمان بن محمد,,,,
dep_17218,إمام الدعوة,,,,
dep_17217,ابن خنين,,,,
dep_17216,الحمد,,,,
dep_17214,الوسطة,,,,
dep_17213,الأخماس,,,,
dep_17212,الجدوع,,,,
dep_17211,الشفا,,,,
dep_17210,التوفيق,,,,
dep_17209,الفلاح,,,,
dep_17208,السلمانية,,,,
dep_17207,الملك عبد العزيز,,,,
dep_17204,آل صقر,,,,
dep_17203,علي بن أبي طالب,,,,
dep_17202,لبده,,,,
dep_17200,مسجد الحقباني,,,,
dep_17172,الوريكية,,,,
dep_17171,سليسان,,,,
dep_17170,الحي الغربي بحديجة,,,,
dep_17169,صقرة,,,,
dep_17168,جامع علي بن أبي طالب,,,,
dep_17167,مسجد الدعوة,,,,
dep_17166,الأمير سلطان ,,,,
dep_17165,الشثينية,,,,
dep_17164,العقيشية,,,,
dep_17163,العدوة ,,,,
dep_17162,كويكب ,,,,
dep_17161,فيضة القوازين,,,,
dep_17160,العلوات,,,,
dep_17159,العويجاء,,,,
dep_17158,عمربن الخطاب,,,,
dep_17157,ابن باز ,,,,
dep_17155,جامع العويجاء,,,,
dep_17154,مسجد الدعوة ,,,,
dep_17153,مسجد الثامرية ,,,,
dep_17152,الفيصلية ,,,,
dep_17151,مجمع أبوبكر الصديق,,,,
dep_17133,ملهي بن هشال,,,,
dep_17131,بن طالب ,,,,
dep_17130,الصامل ,,,,
dep_17128,العباس,,,,
dep_17127,العمار,,,,
dep_17126,البركة,,,,
dep_17125,ابن غطيش ,,,,
dep_17123,علي بن الحسين,,,,
dep_17122,عبد العزيز بن باز,,,,
dep_17116,جامع الملك عبد العزيز,,,,
dep_17110,العبيسان,,,,
dep_17109,الهويدي,,,,
dep_17103,ابن غطيش,,,,
dep_17102,المرقب,,,,
dep_17100,الطريف,,,,
dep_17070,ابن تيمية,,,,
dep_17068,عبدالله بن المبارك,,,,
dep_17067,أحمد ياسين,,,,
dep_17066,أسامة بن زيد للكبار,,,,
dep_17065,أسامة بن زيد للصغار,,,,
dep_17064,الحسن بن علي,,,,
